"","LATITUDE","LONGITUDE","FLOOR"
"73",4864996.30722612,-7630.03896309992,"2"
"74",4864996.25959268,-7629.12379590705,"2"
"75",4864996.47776118,-7630.28632109988,"2"
"76",4864996.65353922,-7629.57972126267,"2"
"77",4864998.49407805,-7633.71332787372,"2"
"78",4864998.56072083,-7633.03988639993,"2"
"79",4865001.17576041,-7633.44257255562,"2"
"80",4865001.20705014,-7633.7160048223,"2"
"81",4865001.01067573,-7633.95478250002,"2"
"82",4864999.28925907,-7633.62645924443,"2"
"83",4864983.18150944,-7631.24960390399,"1"
"84",4864983.05180645,-7631.22073460401,"1"
"85",4864989.34925141,-7631.81577688352,"1"
"86",4864993.9149088,-7631.10642814665,"1"
"87",4864993.92077773,-7631.47134371327,"1"
"88",4864993.73664652,-7630.60679396886,"1"
"89",4864995.83515865,-7631.28637531325,"1"
"90",4864995.02207541,-7630.34390047992,"1"
"91",4864998.02922837,-7633.82464524432,"2"
"92",4864993.13095607,-7628.73529542443,"1"
"93",4864992.754335,-7630.34991558005,"1"
"94",4864992.48931013,-7630.1840462467,"1"
"95",4864977.66315129,-7629.97496185063,"1"
"96",4864977.76618225,-7631.28710001726,"1"
"97",4864977.92058025,-7631.28710001726,"1"
"98",4864978.06099376,-7631.51013121729,"1"
"99",4864977.92775432,-7631.39851068392,"1"
"100",4864977.61700339,-7630.21314879501,"1"
"101",4864977.44176542,-7631.37932758389,"1"
"102",4864977.45557342,-7631.32983658389,"1"
"103",4864977.2217563,-7631.33735885059,"1"
"104",4864973.22081564,-7631.54661719492,"1"
"105",4864972.99819262,-7631.20259099491,"1"
"106",4864973.46724413,-7631.34279721712,"1"
"107",4864977.45292694,-7630.95828515047,"1"
"108",4864977.50272431,-7630.85550739491,"1"
"109",4864976.9173372,-7631.3871167282,"1"
"110",4864976.85543409,-7630.74696328384,"1"
"111",4864977.22164768,-7630.89311117273,"1"
"112",4864977.35022782,-7630.89427567273,"1"
"113",4864991.61039713,-7629.86928094664,"1"
"114",4864982.67080631,-7630.84426615958,"1"
"115",4864987.09591582,-7630.9285294338,"1"
"116",4864993.77699629,-7631.5990759466,"1"
"117",4864993.92156606,-7631.58156519103,"1"
"118",4864993.69740441,-7630.99255634655,"1"
"119",4864994.06085956,-7632.05700464664,"1"
"120",4864994.02939214,-7631.9418600355,"1"
"121",4864992.2241475,-7631.54193363547,"1"
"122",4864992.30018178,-7631.41896492435,"1"
"123",4864991.94008946,-7631.57773629113,"1"
"124",4864991.90060026,-7631.89215610226,"1"
"125",4864991.61369831,-7631.83833970228,"1"
"126",4864991.40622141,-7631.21716222454,"1"
"127",4864991.18948071,-7631.47888579859,"1"
"128",4864987.51950374,-7630.4512010746,"1"
"129",4864987.46923507,-7630.50064197453,"1"
"130",4864988.71383714,-7630.59795801898,"1"
"131",4864993.08744429,-7631.28489268003,"1"
"132",4864993.11985502,-7631.49505391342,"1"
"133",4864992.71664264,-7630.97181154665,"1"
"134",4864993.03020961,-7630.90070021324,"1"
"135",4864992.94374944,-7630.85571424656,"1"
"136",4864992.71428958,-7630.6062220799,"1"
"137",4864992.88414658,-7630.73107407993,"1"
"138",4864992.83479941,-7630.4256678133,"1"
"139",4864992.83479941,-7630.38869848,"1"
"140",4864992.66610324,-7630.5453742133,"1"
"141",4864993.03061058,-7630.90891954661,"1"
"142",4864997.46368135,-7630.85850328899,"1"
"143",4864997.49044479,-7631.23253176672,"1"
"144",4864998.75231173,-7629.78902373344,"2"
"145",4864999.21466705,-7631.07731474449,"2"
"146",4864999.19827808,-7630.60770684456,"2"
"147",4864998.78969534,-7630.32505706681,"2"
"148",4864999.4268167,-7630.88092778899,"2"
"149",4864999.25125119,-7631.23696232232,"2"
"150",4864999.25671029,-7631.3209949778,"2"
"151",4864999.12675459,-7631.06087565569,"2"
"152",4864998.88320319,-7630.4717686223,"2"
"153",4864999.56559369,-7631.72649565566,"2"
"154",4864997.78395088,-7633.4384507466,"1"
"155",4864996.82681961,-7633.89773403549,"1"
"156",4864993.12606416,-7632.18368214659,"1"
"157",4864993.29480376,-7632.23393589104,"1"
"158",4864993.21873865,-7632.40543357992,"1"
"159",4864995.75451228,-7633.32789647993,"1"
"160",4864995.52390668,-7633.31627375774,"1"
"161",4864995.32610148,-7632.74601433556,"1"
"162",4864995.20262368,-7632.58466556889,"1"
"163",4864995.07901235,-7632.09049453542,"1"
"164",4864995.48034921,-7632.41104386876,"1"
"165",4864995.49393055,-7632.25047806876,"1"
"166",4864995.49393055,-7632.17961226875,"1"
"167",4864996.11065368,-7631.15395355764,"1"
"168",4864996.30656905,-7631.12810355764,"1"
"169",4864990.84758116,-7628.57544646846,"1"
"170",4864990.93369066,-7629.95760030179,"1"
"171",4864973.23397612,-7633.43725298844,"1"
"172",4864997.32876723,-7632.04564094649,"1"
"173",4864976.83176391,-7635.72499758873,"1"
"174",4864976.45578015,-7635.68463289983,"1"
"175",4864976.41583038,-7635.68064033311,"1"
"176",4864974.07314564,-7634.07872549981,"1"
"177",4864973.93017731,-7633.96187777763,"1"
"178",4864974.13409731,-7634.72762783322,"1"
"179",4864973.97322564,-7634.29306246653,"1"
"180",4864973.92342031,-7634.11864046653,"1"
"181",4864973.97008964,-7634.05546799982,"1"
"182",4864974.07580231,-7633.90779253315,"1"
"183",4864976.52762765,-7635.9504236109,"1"
"184",4865003.00386244,-7637.31735125564,"0"
"185",4865003.7320015,-7637.51892095559,"1"
"186",4865001.25522804,-7636.58986434454,"1"
"187",4864998.13027359,-7632.81431101332,"1"
"188",4864997.18093652,-7630.53085498914,"1"
"189",4864997.01910639,-7631.42688622247,"1"
"190",4864996.68309039,-7631.54140493353,"1"
"191",4864996.86490229,-7631.54140493353,"1"
"192",4864998.44235607,-7631.00519566662,"2"
"193",4864998.58315871,-7631.24616746662,"2"
"194",4864998.50731004,-7630.98448179997,"2"
"195",4864998.52154487,-7631.02054179998,"2"
"196",4864998.5615312,-7631.15380913331,"2"
"197",4864998.32851048,-7630.8176409222,"2"
"198",4864997.95866984,-7631.16419086664,"2"
"199",4864997.96753584,-7631.1779880666,"2"
"200",4864997.98217137,-7631.1818160666,"2"
"201",4864997.94000651,-7631.18790123327,"2"
"202",4864997.38016984,-7630.8943967555,"2"
"203",4864999.59627901,-7631.96705251115,"2"
"204",4865006.33792535,-7637.96072666638,"1"
"205",4865006.12496958,-7636.54888827762,"1"
"206",4865006.06716653,-7635.93473718872,"1"
"207",4865005.59103892,-7635.90404829986,"1"
"208",4865006.11928423,-7638.80440412193,"1"
"209",4865006.01748823,-7638.81028678858,"1"
"210",4865005.95221161,-7638.8016015886,"1"
"211",4865006.00419103,-7638.91726828864,"1"
"212",4865006.35273024,-7638.91821595531,"1"
"213",4865005.78410189,-7638.74563551092,"2"
"214",4865005.76831076,-7638.73116737762,"2"
"215",4865006.27282335,-7639.34708457771,"2"
"216",4865006.23370791,-7639.19780292546,"2"
"217",4865005.99746396,-7639.07576358529,"2"
"218",4865005.45635513,-7639.27850393665,"2"
"219",4865003.54054803,-7636.87447874779,"2"
"220",4865003.75592158,-7636.98431020335,"2"
"221",4865003.59449825,-7636.49320187005,"2"
"222",4865003.59354202,-7636.70491283558,"2"
"223",4865003.59261602,-7636.29489256891,"2"
"224",4865002.96847577,-7635.9464927912,"2"
"225",4865002.97785377,-7635.8581593913,"2"
"226",4865003.03940957,-7635.73532405794,"2"
"227",4865003.18142216,-7635.7377720801,"2"
"228",4865006.08760022,-7639.40685469938,"1"
"229",4865003.22374487,-7635.86652828007,"2"
"230",4865003.20003087,-7635.84975419122,"2"
"231",4865003.28774574,-7636.28246129213,"2"
"232",4865003.61491021,-7636.21600626992,"2"
"233",4865003.29373774,-7636.25115106991,"2"
"234",4865003.59124987,-7636.54000640324,"2"
"235",4865001.91893244,-7638.01426320707,"1"
"236",4864978.0502217,-7641.96637678863,"1"
"237",4864985.06776253,-7643.00482878865,"1"
"238",4864987.49793167,-7643.11635196638,"2"
"239",4864980.96934528,-7628.83138093606,"3"
"240",4864987.66749085,-7642.14764346643,"2"
"241",4864987.43763212,-7642.12466868865,"2"
"242",4864987.88888458,-7642.50060920539,"2"
"243",4864984.08519506,-7642.41792944414,"1"
"244",4864987.28322545,-7642.41870953305,"2"
"245",4864996.59854085,-7636.21048652224,"1"
"246",4864996.4971881,-7636.12533211114,"1"
"247",4864996.54801743,-7636.15690064445,"1"
"248",4865000.39114883,-7637.23834218887,"1"
"249",4864999.83548162,-7637.09711441106,"1"
"250",4864999.84020656,-7637.22133585553,"1"
"251",4865001.2753608,-7637.84978691823,"1"
"252",4864999.85006522,-7637.2128183444,"1"
"253",4865001.07985233,-7636.81388451591,"1"
"254",4865000.99885317,-7636.95906484923,"1"
"255",4865001.18382279,-7637.00204218257,"1"
"256",4865001.45004878,-7636.60386213816,"1"
"257",4865001.25187012,-7636.19264987151,"1"
"258",4865001.39368078,-7636.50484140487,"1"
"259",4865001.12825829,-7636.54852562707,"1"
"260",4865000.6934783,-7637.05358531595,"1"
"261",4865001.15527303,-7636.89518782703,"1"
"262",4865000.73480497,-7636.95093941596,"1"
"263",4865000.07314848,-7635.9225235687,"1"
"264",4864999.92450131,-7635.2982374465,"1"
"265",4865000.08594648,-7636.05339696871,"1"
"266",4865000.03125714,-7636.09801323537,"1"
"267",4865000.35651771,-7635.89053255765,"1"
"268",4864999.08341583,-7634.95343055766,"1"
"269",4864999.04243681,-7634.96433109097,"1"
"270",4864999.02907414,-7634.94717122432,"1"
"271",4865000.37838631,-7635.87588442428,"1"
"272",4865000.36982764,-7635.52959942434,"1"
"273",4865000.44441498,-7636.07744479094,"0"
"274",4865000.7957214,-7637.04329087381,"0"
"275",4865001.06034345,-7637.00984847385,"0"
"276",4865004.64198313,-7638.02698043271,"2"
"277",4865005.65681917,-7639.38263196777,"2"
"278",4865005.29656832,-7639.41780254072,"2"
"279",4865005.0341355,-7639.17400568231,"2"
"280",4865004.62253053,-7639.37322658528,"2"
"281",4865004.57016531,-7639.36683134081,"2"
"282",4865004.5437856,-7639.38947350747,"2"
"283",4865001.61675796,-7634.53539861506,"2"
"284",4865000.08765596,-7632.84345223754,"2"
"285",4865000.17742485,-7633.08329033756,"2"
"286",4865000.24130796,-7632.90318482646,"2"
"287",4865000.4553588,-7633.36676860709,"2"
"288",4865000.4553588,-7633.3631486071,"2"
"289",4865000.11411591,-7633.31909047373,"2"
"290",4865000.78536245,-7633.6824391071,"2"
"291",4865000.70294779,-7633.44882513645,"2"
"292",4865000.19477787,-7632.8086093142,"2"
"293",4865000.1851095,-7633.12006525037,"2"
"294",4865003.56664187,-7635.78354541427,"2"
"295",4865003.59549667,-7635.97864505867,"2"
"296",4865003.540766,-7636.00243985866,"2"
"297",4865001.83512163,-7634.16085494746,"2"
"298",4865001.83512163,-7634.16085494746,"2"
"299",4865002.25840419,-7634.33768754753,"2"
"300",4865000.97510459,-7633.65058524752,"2"
"301",4865000.81474912,-7633.66522524755,"2"
"302",4865000.81474912,-7633.64583502535,"2"
"303",4865000.57358992,-7633.26457230307,"2"
"304",4864999.35956961,-7634.47749996351,"2"
"305",4864999.54341026,-7634.31600754128,"2"
"306",4865002.45232719,-7635.24006545547,"1"
"307",4865002.1240445,-7635.25457684433,"1"
"308",4865002.08033457,-7633.5322392072,"1"
"309",4864999.18901067,-7635.01251833455,"1"
"310",4864998.77258838,-7633.71512232434,"1"
"311",4864999.12594438,-7633.95418059106,"1"
"312",4864998.66745443,-7633.87732040224,"1"
"313",4864999.07801181,-7632.81254390218,"1"
"314",4864997.60758069,-7629.30977278916,"1"
"315",4864997.60034291,-7630.32802477815,"1"
"316",4864997.10437454,-7630.65977334475,"1"
"317",4864993.63048949,-7629.40205194468,"1"
"318",4864986.16361076,-7627.71797137782,"1"
"319",4864994.40644316,-7628.99252820029,"1"
"320",4864994.56075809,-7629.13867417803,"1"
"321",4864998.16913213,-7630.36209546695,"1"
"322",4864997.53176286,-7629.75525965566,"2"
"323",4864997.48685868,-7629.79855973336,"2"
"324",4864996.62358725,-7629.59099140004,"2"
"325",4864998.60787228,-7632.99090161329,"1"
"326",4864998.43298053,-7632.11051697985,"1"
"327",4864998.95538843,-7632.04733272433,"1"
"328",4864998.95642153,-7632.85950907997,"1"
"329",4864998.86154013,-7632.48421847995,"1"
"330",4864998.9248913,-7632.31226203551,"1"
"331",4864998.7821253,-7632.30143514661,"1"
"332",4864998.71243813,-7633.1555135022,"1"
"333",4864999.67725461,-7631.72395667992,"1"
"334",4865001.52824712,-7634.49918453341,"2"
"335",4865001.58046107,-7634.8380714667,"2"
"336",4865001.62921155,-7634.51217174447,"2"
"337",4864999.40489579,-7633.89103952224,"2"
"338",4864999.59808255,-7634.02527363334,"2"
"339",4864998.04257618,-7632.99910697779,"2"
"340",4864998.38352208,-7632.75055942221,"2"
"341",4864997.99927068,-7633.15890431107,"2"
"342",4864999.85239629,-7634.24819223333,"2"
"343",4864999.17349196,-7634.30509965557,"2"
"344",4864998.53955513,-7632.92546156247,"2"
"345",4864998.85302341,-7633.95518932186,"2"
"346",4864997.95622369,-7633.35725501795,"2"
"347",4864981.72474371,-7631.52883525192,"2"
"348",4864981.72474371,-7630.67440024085,"2"
"349",4864981.62588178,-7630.85946165195,"2"
"350",4864981.62274577,-7630.46430631862,"2"
"351",4864981.55902904,-7630.25741431866,"2"
"352",4864981.69317571,-7630.21391867421,"2"
"353",4864981.47517851,-7631.80967272979,"2"
"354",4864968.44811002,-7632.16021182818,"1"
"355",4864968.31258842,-7631.74293782818,"1"
"356",4864968.10512414,-7631.20703052817,"1"
"357",4864977.69915416,-7628.35222241527,"1"
"358",4864977.58617435,-7628.45547429311,"1"
"359",4864997.12510181,-7628.77829063363,"1"
"360",4864997.04619341,-7627.93016137805,"1"
"361",4864995.08107169,-7627.95984481151,"1"
"362",4864995.08107169,-7627.9295086448,"1"
"363",4864994.6098829,-7627.20173277804,"1"
"364",4864982.95056742,-7625.49137801408,"1"
"365",4864982.88525137,-7624.74323001404,"1"
"366",4864993.81581182,-7630.59724236485,"1"
"367",4864994.04364957,-7630.45700473154,"1"
"368",4864993.87572663,-7630.79724855761,"1"
"369",4864993.02971609,-7631.24290134657,"1"
"370",4864993.60139493,-7631.27577663552,"1"
"371",4864993.74759211,-7630.47694075382,"1"
"372",4864993.13718169,-7630.96140343549,"1"
"373",4864987.86076069,-7624.05374646692,"2"
"374",4864987.98322335,-7624.68102027086,"2"
"375",4864990.41365453,-7626.07043767256,"2"
"376",4864993.51304379,-7627.83430284108,"1"
"377",4864996.29978226,-7628.37128926691,"1"
"378",4864993.87811693,-7630.93948486882,"1"
"379",4864996.48811869,-7628.22529235579,"1"
"380",4864987.98257142,-7624.18138300027,"2"
"381",4864997.17176346,-7628.3573229558,"1"
"382",4864988.28009062,-7624.98662237084,"2"
"383",4864996.70766246,-7627.84068478903,"1"
"384",4864990.57370834,-7625.29977564048,"1"
"385",4864997.66792759,-7628.06130764271,"2"
"386",4864998.32062474,-7627.58306162206,"2"
"387",4864998.4802664,-7627.34925994439,"2"
"388",4864998.37092424,-7627.30673231103,"2"
"389",4864997.37260133,-7627.19078002213,"2"
"390",4864997.37666826,-7627.1974977221,"2"
"391",4864996.60740184,-7625.99061961101,"2"
"392",4864997.23386625,-7627.0400411555,"2"
"393",4864996.78132772,-7626.8872183221,"2"
"394",4864995.25004917,-7627.19474747026,"2"
"395",4864994.97808483,-7627.06997938144,"2"
"396",4864994.99323135,-7626.70175324812,"2"
"397",4864995.22515232,-7627.03416538143,"2"
"398",4864995.98781865,-7632.58036394445,"1"
"399",4864997.01159824,-7633.29147624443,"1"
"400",4864998.36067299,-7633.31088504444,"1"
"401",4864998.16360415,-7632.6592117445,"1"
"402",4864997.9239362,-7632.49646240004,"1"
"403",4864980.83213528,-7633.84221301101,"1"
"404",4864968.81977505,-7631.39823979277,"1"
"405",4864972.92191074,-7634.156776241,"1"
"406",4864968.65145478,-7629.06673777054,"1"
"407",4864973.06412274,-7634.03719744097,"1"
"408",4864973.06925474,-7634.36596301877,"1"
"409",4864972.89179044,-7632.65854494844,"1"
"410",4864972.60128062,-7636.33470489852,"1"
"411",4864972.58110002,-7635.23813745406,"1"
"412",4864972.66226526,-7636.06857776511,"1"
"413",4864973.28159213,-7636.12448445016,"1"
"414",4864972.87965847,-7634.59425793519,"1"
"415",4864972.84562469,-7634.87701617972,"1"
"416",4864971.512878,-7635.05176995747,"1"
"417",4864960.93354514,-7641.50473630175,"1"
"418",4864956.56165006,-7641.25302809069,"1"
"419",4864956.88145697,-7641.12464313513,"1"
"420",4864960.85328683,-7642.70982504619,"1"
"421",4864971.42535746,-7635.7443912131,"1"
"422",4864956.86333768,-7640.62303335738,"1"
"423",4864960.45889918,-7638.40330019984,"1"
"424",4864959.77229812,-7638.87613646653,"1"
"425",4864960.47982819,-7639.00984845545,"1"
"426",4864960.45740563,-7638.69891669986,"1"
"427",4864960.49727508,-7638.99844445548,"1"
"428",4864960.55463042,-7639.02508072214,"1"
"429",4864960.23388874,-7639.3125625333,"1"
"430",4864960.28741367,-7639.17306536661,"1"
"431",4864960.28741367,-7639.20577869993,"1"
"432",4864956.95656219,-7641.23715489063,"1"
"433",4864960.23097623,-7639.42466130003,"1"
"434",4864972.0801312,-7636.10400977959,"1"
"435",4864960.52002902,-7640.05620731116,"1"
"436",4864960.09954235,-7639.85431673343,"1"
"437",4864960.46789035,-7640.12747018897,"1"
"438",4864960.11717051,-7639.52135970005,"1"
"439",4864960.46186502,-7640.14559491109,"1"
"440",4864960.35569311,-7640.24055819245,"1"
"441",4864959.5912744,-7643.88881072597,"1"
"442",4864959.27900996,-7643.5671803371,"1"
"443",4864960.18509106,-7641.46691244463,"1"
"444",4864959.53407392,-7643.75716053694,"1"
"445",4864961.2306191,-7641.33929980024,"1"
"446",4864961.3915111,-7641.05235493355,"1"
"447",4864961.33791599,-7640.95735107803,"1"
"448",4864961.37130099,-7640.99651001135,"1"
"449",4864961.31263233,-7640.91456562246,"1"
"450",4864973.79592164,-7635.16130023349,"1"
"451",4864961.2380251,-7641.01305606689,"1"
"452",4864961.33173332,-7640.95828707801,"1"
"453",4864960.74442559,-7638.21892104073,"1"
"454",4864975.43098568,-7634.50603537245,"0"
"455",4864960.28977371,-7637.57200362971,"0"
"456",4864960.46147249,-7637.48316734082,"1"
"457",4864960.34147304,-7637.50858429636,"0"
"458",4864960.52523504,-7637.17035242971,"1"
"459",4864960.20786646,-7641.02147595482,"0"
"460",4864960.26767246,-7640.98410995481,"0"
"461",4864960.47858135,-7640.78572368819,"1"
"462",4864960.85600457,-7640.73131297708,"0"
"463",4864954.17588369,-7644.00335693329,"1"
"464",4864960.22216373,-7640.50501269923,"0"
"465",4864959.05164341,-7645.0896153555,"1"
"466",4864950.1488955,-7642.29723379998,"1"
"467",4864947.32665196,-7641.26179615552,"1"
"468",4864947.21025874,-7641.58961718889,"1"
"469",4864947.27115939,-7641.00868174441,"1"
"470",4864947.22892888,-7641.13461249999,"1"
"471",4864947.2960411,-7640.92885405556,"1"
"472",4864947.53552408,-7641.14040985554,"1"
"473",4864947.67626577,-7641.15612246671,"1"
"474",4864952.30375049,-7643.04678835522,"1"
"475",4864952.37178414,-7642.72573952189,"1"
"476",4864952.57063175,-7640.07099966643,"1"
"477",4864952.59484822,-7639.57661902216,"1"
"478",4864952.580245,-7639.8366808666,"1"
"479",4864952.59480722,-7639.82852886662,"1"
"480",4864952.49520989,-7639.59057585546,"1"
"481",4864952.69891722,-7639.72329835548,"1"
"482",4864952.77609784,-7639.88370152213,"1"
"483",4864950.02320464,-7640.8582541666,"1"
"484",4864949.56960064,-7641.29140946666,"1"
"485",4864949.56957238,-7641.22440346665,"1"
"486",4864949.72625647,-7641.57187561112,"1"
"487",4864949.53878085,-7639.76829071038,"1"
"488",4864949.50450529,-7639.38671867698,"1"
"489",4864949.50112334,-7639.56298751036,"1"
"490",4864949.50252067,-7639.52277151036,"1"
"491",4864949.54222961,-7639.48044551035,"1"
"492",4864949.50252067,-7639.6231308437,"1"
"493",4864949.65398405,-7639.28049359919,"1"
"494",4864934.06387206,-7585.98033704007,"3"
"495",4864947.35898354,-7646.442525733,"1"
"496",4864947.41522516,-7646.20488255516,"1"
"497",4864950.1579225,-7646.20719592181,"1"
"498",4864952.1526539,-7644.80300887742,"1"
"499",4864952.1015287,-7644.8033475441,"1"
"500",4864952.00726423,-7644.99736804408,"1"
"501",4864952.00726423,-7645.0145973774,"1"
"502",4864952.05264923,-7645.20268014428,"1"
"503",4864925.5407952,-7581.69181469461,"0"
"504",4864927.11669618,-7585.98516660615,"1"
"505",4864927.10568551,-7585.98516660615,"1"
"506",4864927.06095595,-7585.93933593948,"1"
"507",4864927.83044706,-7587.21298326062,"1"
"508",4864927.89343528,-7587.22275819396,"1"
"509",4864925.56187559,-7585.79834573323,"1"
"510",4864925.56187559,-7585.79834573323,"1"
"511",4864909.1557597,-7522.84811973227,"3"
"512",4864927.05370795,-7585.93933593948,"1"
"513",4864925.55462759,-7585.79834573323,"1"
"514",4864925.60075658,-7585.8530509581,"1"
"515",4864925.56187559,-7585.79834573323,"1"
"516",4864925.54161348,-7585.88962789144,"1"
"517",4864925.48587325,-7585.88962789144,"1"
"518",4864929.64850667,-7591.7439218473,"1"
"519",4864929.60377712,-7591.78975251397,"1"
"520",4864929.59652912,-7591.75422651395,"1"
"521",4864932.19423447,-7596.97872743371,"1"
"522",4864932.5242143,-7596.14433287804,"1"
"523",4864932.29636141,-7597.07758412259,"1"
"524",4864932.36689737,-7593.55093388615,"1"
"525",4864932.13183448,-7593.77080550837,"3"
"526",4864932.06111504,-7593.99595934173,"1"
"527",4864945.78986143,-7623.4482654488,"1"
"528",4864948.49212894,-7640.2341617726,"1"
"529",4864947.43490846,-7640.2341617726,"1"
"530",4864948.86248559,-7638.69766607268,"1"
"531",4864953.262301,-7638.07749906499,"1"
"532",4864952.88179277,-7638.4269129761,"1"
"533",4864952.63257451,-7638.39396864277,"1"
"534",4864953.23155507,-7639.79852515884,"1"
"535",4864952.83654008,-7640.14788111447,"1"
"536",4864952.83654008,-7640.14788111447,"1"
"537",4864952.73783182,-7640.15314591446,"1"
"538",4864952.88691309,-7640.05836644781,"1"
"539",4864952.82360615,-7640.06296348116,"1"
"540",4864952.88513722,-7640.05362964783,"1"
"541",4864952.94783397,-7640.05805444781,"1"
"542",4864952.75114915,-7640.14788111447,"1"
"543",4864952.84654875,-7640.15297658112,"1"
"544",4864940.77858425,-7618.71472726125,"1"
"545",4864942.67785217,-7621.19066254334,"1"
"546",4864942.60305957,-7621.13982329893,"1"
"547",4864942.6138799,-7621.15460681001,"1"
"548",4864942.7138274,-7621.08335280998,"1"
"549",4864942.70821145,-7620.98459023225,"1"
"550",4864942.92370111,-7620.96802894335,"1"
"551",4864942.88968871,-7621.06177167671,"1"
"552",4864940.76757358,-7617.36732794009,"1"
"553",4864932.72605771,-7582.07917439549,"3"
"554",4864944.50587403,-7623.9284798237,"1"
"555",4864932.77547994,-7581.9079779955,"3"
"556",4864932.62953838,-7582.1904143955,"3"
"557",4864932.76076238,-7581.98313399551,"3"
"558",4864932.75515671,-7582.0430903955,"3"
"559",4864932.62953838,-7582.1904143955,"3"
"560",4864938.9166677,-7612.91314175506,"0"
"561",4864938.82128043,-7613.0297717328,"0"
"562",4864938.86589325,-7612.91345375505,"3"
"563",4864938.76314743,-7613.08168018829,"0"
"564",4864922.77281866,-7580.58999232372,"0"
"565",4864922.97645599,-7580.39086832372,"0"
"566",4864922.77281866,-7580.58999232372,"0"
"567",4864922.97645599,-7580.39086832372,"0"
"568",4864925.17179238,-7582.83878292806,"0"
"569",4864925.93122482,-7584.38372224919,"0"
"570",4864934.13359375,-7603.40081778756,"0"
"571",4864934.44742575,-7603.03295085421,"0"
"572",4864934.50325575,-7603.03295085421,"0"
"573",4864933.72695113,-7602.74142519867,"1"
"574",4864933.77682148,-7603.07426658756,"0"
"575",4864941.04096911,-7610.30544083139,"0"
"576",4864938.18025336,-7610.06647979361,"2"
"577",4864938.18025336,-7610.06647979361,"2"
"578",4864938.18025336,-7610.06647979361,"2"
"579",4864938.11317256,-7610.26095357142,"0"
"580",4864938.15989389,-7610.23217890476,"2"
"581",4864938.15989389,-7610.23217890476,"2"
